date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:25	21984/21984	---M--	200	added ('OK')	text/css	date:Fri,%2022%20May%202020%2013:45:09%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/fonts/font-awesome-4.2.0/css/font-awesome.min.css	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/kickstart.css)
22:58:26	996/996	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:17%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/icon-arrow-right.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/icon-arrow-right.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/kickstart.css)
22:58:26	2276/2276	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/breadcrumbs-bg.gif	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/breadcrumbs-bg.gif	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/kickstart.css)
22:58:26	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/Digital-AV.pdf	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/Digital-AV.pdf	(from http://trustedsound.com/digital-av-sdk/sdk-document.html)
22:58:26	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/Digital-AV-X07.pdf	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/Digital-AV-X07.pdf	(from http://trustedsound.com/digital-av-sdk/sdk-document-x07.html)
22:58:27	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/AV-Part-of-Speech.pdf	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/AV-Part-of-Speech.pdf	(from http://trustedsound.com/digital-av-sdk/sdk-show-pos.html)
22:58:27	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/AV-Stylesheet.css	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/AV-Stylesheet.css	(from http://trustedsound.com/digital-av-sdk/sdk-show-golang-stylesheet.html)
22:58:28	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/AV-Writ.txt	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/AV-Writ.txt	(from http://trustedsound.com/digital-av-sdk/sdk-show-writ.html)
22:58:28	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/AV-Lexicon.txt	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/AV-Lexicon.txt	(from http://trustedsound.com/digital-av-sdk/sdk-show-lexicon.html)
22:58:28	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/digital-av-sdk/AVX-POS.txt	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/AVX-POS.txt	(from http://trustedsound.com/digital-av-sdk/sdk-show-posx.html)
22:58:28	4542/4542	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Jun%202018%2016:57:12%20GMT	http://trustedsound.com/SDK/AV-Documentation.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Documentation.html	(from http://trustedsound.com/SDK/index.html)
22:58:29	4566/4566	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20Jul%202018%2018:30:46%20GMT	http://trustedsound.com/SDK/Part-of-Speech.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/Part-of-Speech.html	(from http://trustedsound.com/SDK/index.html)
22:58:29	4538/4538	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:25:37%20GMT	http://trustedsound.com/SDK/AV-License.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-License.html	(from http://trustedsound.com/SDK/index.html)
22:58:29	4562/4562	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Mar%202018%2013:58:14%20GMT	http://trustedsound.com/SDK/AV-Stylesheet.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Stylesheet.html	(from http://trustedsound.com/SDK/index.html)
22:58:29	4552/4552	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Mar%202018%2013:58:13%20GMT	http://trustedsound.com/SDK/AV-Writ.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Writ.html	(from http://trustedsound.com/SDK/index.html)
22:58:35	2376/2376	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:10:48%20GMT	http://trustedsound.com/SDK/AV-Book.IX4	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Book.html	(from http://trustedsound.com/SDK/index.html)
22:58:37	9512/9512	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:10:49%20GMT	http://trustedsound.com/SDK/AV-Chapter.IX4	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Chapter.html	(from http://trustedsound.com/SDK/index.html)
22:58:42	11816/11816	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Dec%202022%2017:04:23%20GMT	http://trustedsound.com/SDK/AV-Lemma.VLT	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Lemma.VLT	(from http://trustedsound.com/SDK/index.html)
22:58:45	102135/102135	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:10:52%20GMT	http://trustedsound.com/SDK/AV-Lexicon.VLT	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Lexicon.html	(from http://trustedsound.com/SDK/index.html)
22:58:49	259824/259824	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:11:08%20GMT	http://trustedsound.com/SDK/AVX-Lexicon.VLT	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AVX-Lexicon.html	(from http://trustedsound.com/SDK/index.html)
22:58:55	3158604/3158604	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:10:59%20GMT	http://trustedsound.com/SDK/AV-Writ.DX2	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Writ-4.html	(from http://trustedsound.com/SDK/index.html)
22:58:59	115025/115025	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:10:51%20GMT	http://trustedsound.com/SDK/AV-Lexicon.ascii	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Lexicon-2.html	(from http://trustedsound.com/SDK/index.html)
22:59:06	4737906/4737906	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:11:01%20GMT	http://trustedsound.com/SDK/AV-Writ.DX3	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Writ-3.html	(from http://trustedsound.com/SDK/index.html)
22:59:06	1957888/1957888	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:11:06%20GMT	http://trustedsound.com/SDK/AVX-Lexicon.DB	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AVX-Lexicon-2.html	(from http://trustedsound.com/SDK/index.html)
22:59:10	417/417	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:29:31%20GMT	http://trustedsound.com/SDK/AV-Inventory.bom	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Inventory.html	(from http://trustedsound.com/SDK/index.html)
22:59:16	4792/4792	---M-Z	200	added ('OK')	text/html	date:Sat,%2023%20May%202020%2001:28:31%20GMT	http://trustedsound.com/SDK-2011/	C:/src/legacy/websites/avtext/trustedsound.com/SDK-2011/index.html	(from http://trustedsound.com/SDK/index.html)
22:59:23	15287/15287	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:16%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:26	12634416/12634416	---M--	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2023:11:04%20GMT	http://trustedsound.com/SDK/AV-Writ.DX8	C:/src/legacy/websites/avtext/trustedsound.com/SDK/AV-Writ-2.html	(from http://trustedsound.com/SDK/index.html)
22:59:27	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/blank.gif	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/blank.gif	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:27	211755/211755	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Oct%202018%2002:55:41%20GMT	http://trustedsound.com/SDK/sis.html	C:/src/legacy/websites/avtext/trustedsound.com/SDK/sis.html	(from http://trustedsound.com/SDK/index.html)
22:59:30	203/203	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:16%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox-x.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox-x.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:32	176/176	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:16%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox-y.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancybox-y.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:34	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:16%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_over.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_title_over.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
22:59:35	1517/1517	---M--	200	added ('OK')	image/png	date:Fri,%2022%20May%202020%2013:45:14%20GMT	http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_close.png	C:/src/legacy/websites/avtext/trustedsound.com/digital-av-sdk/HTML-KickStart/css/img/fancybox/fancy_close.png	(from http://trustedsound.com/digital-av-sdk/HTML-KickStart/css/jquery.fancybox-1.3.4.css)
